Id,Text,Target
2.86e+17,happy,1
2.9e+17,spoiled i blessed,1
2.85e+17,always home feel really boring never get happy,0
2.9e+17,minute might kill maybe tomorrow hate life always goes fword badly,0
2.86e+17,suck,0
2.9e+17,happy today cuz god given another day life,1
2.9e+17,happy cant even describe,1
2.86e+17,want die,0
2.9e+17,really suck,0
2.85e+17,soates8 know nothing failure need alcohol,0
2.86e+17,happy,1
2.85e+17,life great nothing else could ask,1
2.9e+17,life lie wtf,0
2.9e+17,si followed life complete good luck okstate,1
2.9e+17,yeah i alright i probably gonna go hate life,0
2.9e+17,want die,0
2.85e+17,smile almost 100 ti ame happy person,1
2.9e+17,theycallmeapoet life,0
2.9e+17,thohaja i depressed upset mad irritated,0
2.85e+17,i depressed leave alone,0
2.9e+17,hey life either,0
2.9e+17,turretbob everything wonderful,1
2.9e+17,i satisfied already got need u know life,1
2.86e+17,hate life,0
2.85e+17,tell life sucks way,0
2.9e+17,life good cannot complain wbu,1
2.85e+17,everything going great living life money still goin school,1
2.85e+17,life goal complete i satisfied,1
2.86e+17,i happy life complete call sweet thang,1
2.86e+17,sword depressed,0
2.85e+17,follows 1 happy,1
2.85e+17,amazing right god lot life i sure,1
2.9e+17,good hear one happy care,1
2.85e+17,thats nice fantastic life complete,1
2.9e+17,´ i always happy dear hope u,1
2.9e+17,u make realize life sucks haha,0
2.9e+17,fword life,0
2.86e+17,angieeesunshine i hate life,0
2.85e+17,depressed,0
2.86e+17,know happy hahaha,1
2.85e+17,yeah hate life,0
2.86e+17,love life hehe,1
2.86e+17,life beautifuland god amazing i really happy,1
2.9e+17,craaaaaaay ikr happy fword,1
2.86e+17,unhappy bunny,0
2.9e+17,kill hate life,0
2.86e+17,feel depressed,0
2.85e+17,sad,0
2.9e+17,talking want us happy want fword gf back want girl happy lay,0
2.9e+17,hate life,0
2.86e+17,greatdanie life sick joke man got machine,0
2.9e+17,hate life left house days,0
2.9e+17,jadecampelo suck,0
2.85e+17,jonghunyep may get glass numb pain swordty life l,0
2.86e+17,story sad life,0
2.86e+17,cause suck laughing loud,0
2.85e+17,either sad sad life,0
2.85e+17,kmd417 i happy haha,1
2.9e+17,pflynne depressed,0
2.9e+17,life meaning,0
2.9e+17,i unhappy,0
2.86e+17,hii double happy life,1
2.85e+17,life complete xoxo üíã,1
2.9e+17,amomy extra happy thanks,1
2.9e+17,madisonsteelz life one giant sigh,0
2.9e+17,happy see,1
2.85e+17,god put good things life still til day blessing,1
2.9e+17,hate life hate well stupid question,0
2.85e+17,sad sad life,0
2.9e+17,actually suck,0
2.9e+17,ugh hate life wanted go universe decided,0
2.9e+17,si p happy day,1
2.9e+17,i positive,1
2.86e+17,happy rn,1
2.9e+17,depressed motherfworder,0
2.85e+17,oh sorry haha see everything good i still girlfriend life good things,1
2.9e+17,exhausted hungry happy found,0
2.85e+17,well damn right happy xd,1
2.9e+17,painful i shall i commit suicide commit suicide hard,0
2.9e+17,ikr dreams come true,1
2.85e+17,life love forever,1
2.85e+17,i happy way,1
2.9e+17,really blessed,1
2.85e+17,cannot see perfectly happy,1
2.85e+17,xyoseob life pain like cinderella good hbu 3,0
2.9e+17,love life life,1
2.9e+17,hate school love life,1
2.9e+17,ha ha love life,1
2.9e+17,day leave everything going great,1
2.9e+17,drama free life got,1
2.9e+17,life study life enjoy life 16,1
2.86e+17,ah life totally complete,1
2.86e+17,ikr i blessed,1
2.85e+17,dreams come true amin,1
2.85e+17,wishes come true,1
2.86e+17,fword hate,0
2.85e+17,would change thing,1
2.86e+17,ap hate life,0
2.85e+17,absolutely love life,1
2.9e+17,actually happen really like,1
2.9e+17,actually life perfect,1
2.86e+17,affirmation dreams coming true,1
2.86e+17,afraid everything hate life,0
2.86e+17,i still joy,1
2.9e+17,life happy,1
2.85e+17,i ugly,0
2.85e+17,ah feel good,0
2.85e+17,ah feel good,0
2.86e+17,ah hate life,0
2.85e+17,ah love life,1
2.86e+17,ah i love,1
2.9e+17,ah fword life,0
2.85e+17,ah best boyfriend,1
2.85e+17,ah i happy,1
2.85e+17,ahahaha i good one,1
2.85e+17,ahahaha nah i good,1
2.9e+17,fword life,0
2.85e+17,wow horrible person,0
2.9e+17,hate,0
2.86e+17,ahhh hate life someone somewhere worse complain,0
2.85e+17,i happy,1
2.86e+17,alaina love life,1
2.85e+17,i happy,1
2.9e+17,feel disappointment,0
2.9e+17,get fword disappointment,0
2.85e+17,life new appetite failure,0
2.9e+17,think peace mind,1
2.9e+17,say sexy friends,1
2.9e+17,need got,1
2.86e+17,need,1
2.86e+17,want life happiness cannot get fword much happiness life,0
2.85e+17,want life son happy spoiled like,1
2.86e+17,want life happy,0
2.9e+17,want happy,0
2.9e+17,want happy,0
2.9e+17,want happy peace mind,0
2.9e+17,life failure,0
2.86e+17,want little good life,0
2.9e+17,life pretty good,1
2.9e+17,life i good,1
2.9e+17,life trouble,0
2.85e+17,life ive worst,0
2.86e+17,wishes come true,1
2.85e+17,wishes granted,1
2.86e+17,wishes came true except one,1
2.85e+17,goes god thank always blessing,1
2.86e+17,feel like life,0
2.85e+17,ti ame low life,0
2.86e+17,people hated 2013 suckstobeyou life awesome,1
2.9e+17,want days scream wasting ti ame sad fword world i gonna happy move life,0
2.86e+17,allday i happy,1
2.85e+17,almost life,0
2.85e+17,almost everything going planned i pleased,1
2.9e+17,alone hopeless sad life unhappy hm,0
2.85e+17,alright alright i good,1
2.86e+17,alright i boring,0
2.85e+17,alright well life fword,0
2.9e+17,always tell able positive person,1
2.85e+17,good person,1
2.86e+17,allowed happy people always get involved life,0
2.9e+17,really bad person,0
2.9e+17,bad person,0
2.9e+17,bad person,0
2.9e+17,bad person,0
2.9e+17,greatful 2 god 4 love life,1
2.85e+17,amazing cannot believe life swordfest,0
2.85e+17,amazing cannot believe life swordfest,0
2.85e+17,amen love life,1
2.9e+17,amo mi vida love life,1
2.86e+17,could ask anything else life amazing made way flaws,1
2.9e+17,love life,1
2.9e+17,whatever want,1
2.86e+17,got life,0
2.9e+17,hate much love,0
2.9e+17,hate much love boy,0
2.9e+17,best girlfriend evaaaaaa😍😘❤,1
2.9e+17,know want,1
2.9e+17,sword life,0
2.9e+17,would change thing,1
2.85e+17,would change thing,1
2.85e+17,i damn proud,1
2.86e+17,i feeling good,1
2.85e+17,i feling good,1
2.9e+17,i like worst person ever,0
2.9e+17,i making good grades,1
2.9e+17,i sad sad sad sigh,0
2.86e+17,i happy could shoot face,1
2.85e+17,i high misery,0
2.86e+17,i proud,1
2.9e+17,i hating life,0
2.86e+17,finally get want,1
2.9e+17,hate much love boy,0
2.85e+17,would change thing,1
2.85e+17,wouldnt change single thing know,1
2.86e+17,i sad,0
2.9e+17,hate life x,0
2.85e+17,good i proud,1
2.85e+17,victorious,1
2.9e+17,blessing sent man count constantly,1
2.9e+17,ur sho hate life,0
2.9e+17,another great morning ahh love life,1
2.85e+17,anything good life matter anymore right i blaming,0
2.85e+17,anyway i proud,1
2.9e+17,felt like much love family,1
2.85e+17,apparently everything wrong,0
2.85e+17,apparently i fword everyone,0
2.85e+17,apparently i best,1
2.9e+17,happy,1
2.85e+17,happy well least one us,0
2.85e+17,happy — yeah i really content life atm actually i always happy,1
2.9e+17,argh social life sword,0
2.9e+17,argh hate life,0
2.85e+17,love life,1
2.9e+17,look last years life i great,1
2.9e+17,far see got everything want,1
2.85e+17,far i concerned life perfect,1
2.9e+17,long got ppl love life ion need damn thing else nobody,1
2.9e+17,long god everything need,1
2.86e+17,long life ones love healthy right mind matters,1
2.9e+17,much bitch life twitter really perfect point ti ame,1
2.85e+17,life sucks,0
2.9e+17,mans say life good,1
2.9e+17,good life,1
2.86e+17,feel good,1
2.9e+17,ask god i blessed,1
2.85e+17,ask relive life would different,1
2.9e+17,ass fword life,0
2.9e+17,least sword,0
2.86e+17,point life know less faith people general,0
2.86e+17,aw i sad,0
2.9e+17,aw i happy drunk,1
2.86e+17,awe i sad,0
2.9e+17,awesome awesome,1
2.85e+17,awesome i found new love,1
2.85e+17,awesome i quite happy,1
2.85e+17,awh life depressing,0
2.85e+17,aww i ugly,0
2.85e+17,aww gone already i sad,0
2.85e+17,aww good proud,1
2.86e+17,,1
2.85e+17,i awesome,1
2.9e+17,i good,1
2.9e+17,bitch want,1
2.85e+17,bogo happening life sweet,1
2.85e+17,back lame life though,0
2.9e+17,bahahahaha life fword awful,0
2.86e+17,bc best üòä,1
2.9e+17,happy,1
2.9e+17,love live,1
2.86e+17,care i bad guy,0
2.9e+17,feel really bad everything i said,0
2.85e+17,life,0
2.86e+17,want,0
2.85e+17,i horrible horrible person,0
2.86e+17,i awesome,1
2.85e+17,i pretty good,1
2.85e+17,i fword amazing 3,1
2.86e+17,i horrible person laughing loud,0
2.85e+17,i makes best,1
2.86e+17,life sucks since i,0
2.86e+17,sword fworded beyond might well throw life away point anymore,0
2.85e+17,i happy life thanks,0
2.9e+17,i made man today i happy life headed good girl loves,1
2.9e+17,happy best i happy therefore best,1
2.85e+17,happy yeahh life anymore,0
2.9e+17,besides fact sick i soo happy life love nothing less could ask,1
2.86e+17,bestie i sad,0
2.9e+17,big parents room mess see life,0
2.85e+17,birmingham bound could happier,1
2.9e+17,may god bless,1
2.9e+17,god bless,1
2.9e+17,bitch feel good,1
2.85e+17,bitch i blessed,1
2.86e+17,bitch i amazing,1
2.85e+17,bitch please i fabulous,1
2.9e+17,bitch i content sitting,1
2.85e+17,bitch i fabulous,1
2.85e+17,bitch i fabulous,1
2.9e+17,blah i want regardless,1
2.9e+17,hate leaves,0
2.9e+17,blessed thankyou allah 3,1
2.9e+17,blessed,1
2.85e+17,blessed beyond i,1
2.85e+17,i full sword,0
2.9e+17,bored fword suck life,0
2.85e+17,boredom brought laughing loud,0
2.9e+17,boring life say tht swordty life,0
2.85e+17,boy really hate everything way look laughing loud,0
2.85e+17,bring run away worst life,0
2.85e+17,bro i ugly,0
2.85e+17,broke fword damn love life people,1
2.86e+17,everywhere could happier,1
2.85e+17,i sad depressed feel like life tt,0
2.85e+17,feel bad already lmao,0
2.85e+17,always want,0
2.85e+17,perfect,0
2.86e+17,say happy,1
2.85e+17,good job,1
2.9e+17,got great friendsgod bless,1
2.9e+17,know hea life good,1
2.86e+17,love life everything good,1
2.9e+17,i good kid,1
2.85e+17,i good noodle,1
2.86e+17,i blessed,1
2.85e+17,i feeling good,1
2.85e+17,i good,1
2.9e+17,i happy wit,1
2.86e+17,i happy life even though struggles ti ames,1
2.9e+17,i good mood,1
2.85e+17,i okay friends rather swordty friends,0
2.85e+17,i soo,1
2.9e+17,i still good person care hahaha,1
2.86e+17,i still happy,1
2.85e+17,i bad guy,0
2.9e+17,i bad boy,0
2.9e+17,actually i never disgusted entire life,0
2.9e+17,got planned,1
2.9e+17,damn grateful life,1
2.85e+17,like single life,1
2.9e+17,i stressed,0
2.85e+17,life proves wrong every ti ame,0
2.9e+17,life proves wrong everyti ame,0
2.85e+17,like always i somehow bad guy people,0
2.9e+17,oh love life,1
2.86e+17,blessed thank lord,1
2.85e+17,wait actually hate,0
2.85e+17,anyway cant complain minus bs life great,1
2.86e+17,love life point,1
2.86e+17,get hype everything,1
2.9e+17,buy anything want cuz got check,1
2.86e+17,bc i moment i happy,1
2.85e+17,caps i happy,1
2.85e+17,cause i perfect,1
2.85e+17,changed hate,0
2.9e+17,ever happy life,0
2.9e+17,friends pls,0
2.9e+17,like idk love life,1
2.9e+17,get hell yes,0
2.9e+17,cannot never felt sword,0
2.9e+17,cannot describe happy everything,1
2.9e+17,cannot sleep fword life,0
2.85e+17,cannot wait til since dont feel good,0
2.85e+17,cant really explain happy feel like girl world wouldnt change thing perfect 3,1
2.85e+17,cause always get happycamper,1
2.9e+17,cause life,0
2.85e+17,cause love,1
2.9e+17,cause i good girl,1
2.86e+17,cause i fabulous,1
2.85e+17,cause i great,1
2.86e+17,cause i bad person,0
2.9e+17,cause i best,1
2.85e+17,cause i best daughter ever thats sweet,1
2.86e+17,cause i mother fword best,1
2.9e+17,cause i top world e,1
2.85e+17,blasting call maybe campus ti ame love life,1
2.9e+17,good life whole life long looked back life whole life gone go wrong,0
2.9e+17,6 love life,1
2.9e+17,cheers bestest friends ever,1
2.9e+17,☺ love life,1
2.85e+17,christ i good looking man,1
2.86e+17,clearly i sad,0
2.86e+17,cuz i falling love,1
2.85e+17,content easy love life awesome people fun needed beyond,1
2.9e+17,content everything life going,1
2.86e+17,coo i good,1
2.85e+17,could blasting call maybe campus day love life,1
2.85e+17,could possibly blasting call maybe campus ti ame love life,1
2.85e+17,count every day blessing case i blessed,1
2.9e+17,crazy night many friends,1
2.9e+17,cuz hate life,0
2.86e+17,whatever i perfectly fine,1
2.85e+17,dont need love life,0
2.85e+17,cuz i depressed,0
2.9e+17,feel amazing,1
2.85e+17,damn even know good,0
2.85e+17,damn feel amazing,1
2.9e+17,damn feel good,1
2.85e+17,damn feel good,1
2.86e+17,damn good 2012,1
2.85e+17,damn life,0
2.85e+17,damn best boyfriend,1
2.9e+17,damn love life,1
2.9e+17,damn love life,1
2.85e+17,damn love,1
2.9e+17,damn suck,0
2.9e+17,damn i soo blessed,1
2.85e+17,damn i,1
2.9e+17,damn i good,1
2.9e+17,damn i good mood,1
2.86e+17,damn i stressed,0
2.85e+17,damn man i love,1
2.86e+17,damn right love life live,1
2.9e+17,damn fword fword life,0
2.86e+17,damn love,1
2.85e+17,damn man single life sucks cuz everywhere go see happy couple say want got nothing like,0
2.86e+17,damn life boring,0
2.85e+17,damn right like life live,1
2.86e+17,damn right love life live,1
2.86e+17,damn i good,1
2.85e+17,damn i love,1
2.9e+17,damn i proud i,1
2.9e+17,damn life,0
2.86e+17,dang i disappointed,0
2.9e+17,dang i super sad,0
2.86e+17,dang feel bad boy,0
2.85e+17,fword hate,0
2.9e+17,day gratitude 10 thankful coworkers positive energy,1
2.85e+17,dead fword bad man,0
2.86e+17,dear god thank blessing way deserve child,1
2.85e+17,dear god thank blessing much deserve,1
2.9e+17,dear god everything happened life good bad thank makes today i thankful,1
2.9e+17,dear god thank beautiful life give bless family friends love much good morning,1
2.9e+17,dear heaven father want thank blessing life,1
2.86e+17,definitely feelin life i happy moves god made make change good respect better,1
2.9e+17,food greatest guy keep company love life,1
2.9e+17,den i full sword,0
2.9e+17,despite god already done continues keep blessing indescribable,1
2.9e+17,10 ti ames suicide,0
2.86e+17,dinner everyone reminding i fword thanks guys,0
2.85e+17,dinner lmao i awesome,1
2.9e+17,friends,1
2.9e+17,make happy — well course i always happy reason,1
2.9e+17,someone hear cry i dying new life,0
2.85e+17,dog i really stressed tf,0
2.86e+17,dog got one boring ass life,0
2.85e+17,care i young beautiful,1
2.86e+17,know life general sword life sword,0
2.85e+17,think i ever felt sick life,0
2.86e+17,watch i good,1
2.85e+17,worry i fine,1
2.9e+17,double love life,1
2.86e+17,drea life,0
2.85e+17,make one best ever haha,1
2.85e+17,dude i ugly,0
2.85e+17,dude i love,1
2.85e+17,amo i blessed,1
2.85e+17,help i happy,1
2.9e+17,everyti ame even think complaining cannot i blessed actually beyond blessed,1
2.85e+17,feel good,1
2.9e+17,day learn day better,1
2.9e+17,pretzels drinking watching friday positive turning,1
2.85e+17,fword life,0
2.85e+17,eh i huing really bad,0
2.85e+17,life hate,0
2.9e+17,world awesome paris show world amazing life,1
2.9e+17,ek sit en speel oh love life cough bullsword,1
2.86e+17,emptiness eyes life end tell,0
2.9e+17,enjoy life best,1
2.9e+17,enjoy life,1
2.85e+17,enjoy life yeah,1
2.9e+17,enjoy life although feel empty,1
2.86e+17,enjoying life i young,1
2.86e+17,enjoying always,1
2.85e+17,et i best,1
2.86e+17,even chance would change thing,1
2.9e+17,even though get annoyed someti ames live pretty amazing life,1
2.85e+17,even though things like way life still give god praise i still blessed,1
2.85e+17,every morning wake ah blessing,1
2.85e+17,every morning i waking upset fword hate hate life,0
2.9e+17,every thought perfect life,1
2.85e+17,every ti ame something good happens life gets ripped away,0
2.86e+17,every ti ame something looks something gets way never happy,0
2.9e+17,everybody deserve happy like see people happy life beautiful man,1
2.85e+17,everyday get live blessing,1
2.9e+17,everyday wake i blessed,1
2.85e+17,everyday wake blessing thank god,1
2.85e+17,everyday i getting dreams,1
2.9e+17,everyday wake blessing thankful,1
2.85e+17,everyday wake blessing i thankful,1
2.85e+17,everyday i thinking suicide,0
2.9e+17,everyday blessing complain,1
2.9e+17,everyday wonderful day wake live life knowing best family friends 3,1
2.85e+17,everyday nd night i stressed,0
2.85e+17,everyday life miracle,1
2.86e+17,everyone i feeling young i feeling good,1
2.9e+17,everyone ti ame hate life ti ame never goes away ever,0
2.9e+17,everyone sword complain i like love life,1
2.85e+17,everyone life fword disappointment,0
2.86e+17,everyone love,1
2.85e+17,everything want 1 choose blessed never stressed,1
2.85e+17,everything good life fword,0
2.85e+17,everything ti ame happening life truly i good,1
2.9e+17,everything hus want die,0
2.9e+17,everything want get,1
2.9e+17,everything life want,1
2.9e+17,everything dead want die,0
2.9e+17,everything going great life hope stays way,0
2.9e+17,everything great one thing missing need x,1
2.9e+17,everything fword sad life,0
2.86e+17,everything sucks i sad,0
2.85e+17,everything get going good,1
2.9e+17,everyti ame find something good,1
2.85e+17,ew feel good,0
2.9e+17,ew worst headache,0
2.85e+17,feel good,0
2.86e+17,example sad,0
2.85e+17,exceeded goal i proud üòä icangethugepasofmylifebacknow,1
2.9e+17,exciting life live,1
2.85e+17,excuse meh i fabulous,1
2.9e+17,hate life,0
2.85e+17,fml hate life live,0
2.86e+17,fml life hard everyone care get hu,0
2.86e+17,fml feel happy,1
2.85e+17,fml fword life,0
2.9e+17,fword life x,0
2.85e+17,fword fword life,0
2.86e+17,fword life,0
2.86e+17,fword life fword,0
2.9e+17,fword life dude omfg,0
2.9e+17,fword life go,0
2.9e+17,fword life laughing loud,0
2.9e+17,fword life,0
2.86e+17,fword life,0
2.9e+17,life,0
2.9e+17,fact life live,1
2.9e+17,falling asleep smile face laughing inside life amazing,1
2.85e+17,family ti ame best ti ame makes life complete,1
2.9e+17,favorite i love life,1
2.85e+17,everything need change life,0
2.86e+17,feel great great people life,1
2.85e+17,feel like i living dream,1
2.9e+17,feel like i top world love,1
2.9e+17,feeling like bucks life good god great family motivation,1
2.85e+17,feels like i falling love,1
2.85e+17,feels like i things wrong,0
2.9e+17,feels like i top world love,1
2.85e+17,ffs life crazy pointless,0
2.9e+17,finally feel proud,1
2.86e+17,finally happy,1
2.85e+17,fired life complete,1
2.86e+17,i ugly,0
2.85e+17,fml i uncomfoable,0
2.86e+17,i happy,1
2.9e+17,food life sword,0
2.85e+17,reason i always happy laughing loud,1
2.9e+17,reason constantly find sad,0
2.86e+17,reason i happy happy,1
2.9e+17,truly blessed🙏 heavensent,1
2.85e+17,i making sure happy life,1
2.9e+17,foreal foreal kinda hate,0
2.9e+17,forgive i flawed,0
2.86e+17,forgive i flawed,0
2.86e+17,foto itsti hate life,0
2.85e+17,said life,0
2.86e+17,friends long,0
2.85e+17,friends think i funny sweet,1
2.9e+17,think literally everything need,1
2.85e+17,fword feel good,0
2.9e+17,fword get worst situations,0
2.85e+17,fword suck,0
2.86e+17,fword i love,1
2.86e+17,fword life,0
2.9e+17,fword life,0
2.85e+17,fword alcohol fword fword life,0
2.9e+17,fword fword fword life,0
2.85e+17,fword dont feel good,0
2.9e+17,fword true want die right,0
2.9e+17,fword life decisions,0
2.9e+17,fword life man cannot ever one thing want asking happy perfect,0
2.86e+17,fword life fword fword everything nothing ever good enough,0
2.9e+17,fword man hate life,0
2.85e+17,fword life,0
2.85e+17,fword life,0
2.9e+17,fword actual fword swordty sword cunt life,0
2.9e+17,fword life laughing loud,0
2.85e+17,fword damn life,0
2.9e+17,fword entire life seriously,0
2.9e+17,fword fwordin life,0
2.85e+17,fword fword joke life,0
2.9e+17,fword fword life,0
2.86e+17,fword fword life i really mad,0
2.85e+17,fword life,0
2.86e+17,fword life forreal,0
2.85e+17,fword life c,0
2.9e+17,fword life fword life,0
2.86e+17,fword life i hella sick,0
2.86e+17,fword life,0
2.85e+17,fword life everyone,0
